floor,price,size,exterior,rooms,bathrooms,latitude,longitude,distance,newDevelopment,hasLift,priceByArea,topNewDevelopment,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,codbar_1,codbar_2,codbar_3,codbar_4,codbar_5,coddistrit_1,coddistrit_2,coddistrit_3
5.0,530000,196.0,1,6,2,40.4154664,-3.7073324,2737,0,1,2704,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
7.0,860000,165.0,1,4,2,40.462224,-3.6603497,4873,0,1,5212,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,850000,145.0,0,2,2,40.4286661,-3.6738224,3310,0,1,5862,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,599000,143.0,1,5,2,40.4466621,-3.7002234,1110,0,1,4189,0,0,1,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,3990000,438.0,1,5,5,40.4304618,-3.6786399,2858,0,1,9110,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,165000,100.0,0,3,2,40.3879597,-3.6433003,8084,0,1,1650,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
4.0,192000,84.0,1,3,1,40.4085703,-3.6087751,9253,0,1,2286,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
1.0,177260,91.0,1,3,2,40.39398,-3.65004,7207,0,1,1948,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
6.0,1000000,110.0,1,2,2,40.43604,-3.66673,3688,0,1,9091,0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,89260,55.0,1,3,1,40.4279868,-3.624391,7367,0,0,1623,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
1.0,1550000,421.0,1,5,5,40.470441,-3.7836438,7090,0,1,3682,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,99000,54.0,1,2,1,40.3770416,-3.6913707,7175,0,0,1833,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
1.0,252000,125.0,1,4,2,40.4297572,-3.615379,8088,0,1,2016,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-2.0,1.0,-2.0,-1.0
0.0,95000,61.0,1,3,1,40.3459883,-3.7113615,10453,0,0,1557,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
2.0,140000,85.0,1,3,1,40.3728158,-3.7134371,7475,0,1,1647,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
9.0,1355000,314.0,1,5,4,40.4569819,-3.6908604,2487,0,1,4315,0,0,1,1,0,1,0,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,129000,88.0,1,2,1,40.3710566,-3.7112351,7666,0,0,1466,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
3.0,835000,190.0,1,5,2,40.499963,-3.6512014,8317,0,1,4395,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
3.0,89840,74.0,1,2,1,40.3498476,-3.7158249,10036,0,0,1214,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
1.0,570000,101.0,1,2,2,40.4212677,-3.6994358,2266,0,1,5644,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
5.0,799000,163.0,1,3,2,40.4315186,-3.7190083,1212,0,1,4902,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,99000,52.0,1,2,1,40.4061364,-3.5992244,10104,0,0,1904,0,0,0,0,0,0,1,0,0,0,0,1,0.0,2.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
4.0,430000,68.0,0,3,1,40.4284855,-3.7001209,1529,0,1,6324,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,176000,48.0,1,1,1,40.4622145,-3.7012893,2577,0,0,3667,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,3100000,788.0,0,5,6,40.4736622,-3.7320433,4181,0,0,3934,0,0,1,1,1,0,0,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
3.0,225000,95.0,1,3,2,40.4022796,-3.6081441,9587,0,0,2368,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
1.0,257000,90.0,1,3,2,40.402655,-3.6447871,6907,0,1,2856,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0
2.0,1599000,210.0,1,3,2,40.4387526,-3.6917992,1546,0,1,7614,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,119000,78.0,1,2,1,40.3414217,-3.7140132,10966,0,0,1526,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
2.0,189000,121.0,1,3,2,40.3704356,-3.6989722,7790,0,0,1562,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,185000,34.0,0,1,1,40.4332978,-3.7116444,758,0,0,5441,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
2.0,99840,77.0,1,3,1,40.3470468,-3.7080833,10336,0,0,1297,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
2.0,250000,56.0,0,1,1,40.4128439,-3.7006441,3121,0,1,4464,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,999000,184.0,1,5,5,40.4238451,-3.6982808,2051,0,1,5429,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,169000,52.0,1,2,1,40.4902674,-3.6886164,5874,0,0,3250,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
2.0,232000,116.0,0,4,2,40.3817618,-3.6535773,8046,0,1,2000,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
0.0,1340000,315.0,0,4,3,40.5059708,-3.639635,9446,0,0,4254,0,0,1,1,1,0,0,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,145000,71.0,1,2,1,40.3467961,-3.7059695,10368,0,0,2042,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
9.0,379000,109.0,1,3,2,40.4132736,-3.6389784,6705,0,1,3477,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-2.0
3.0,1050000,203.0,1,5,1,40.4211281,-3.706113,2123,0,0,5172,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,1400000,440.0,0,4,6,40.4628876,-3.7238829,2802,0,0,3182,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
-1.0,157000,41.0,0,1,1,40.4250318,-3.6701176,3763,0,1,3829,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,798000,170.0,1,4,2,40.4334993,-3.7062561,789,0,1,4694,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,1950000,314.0,1,2,3,40.4304961,-3.6933951,1758,0,1,6210,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
0.0,2055000,330.0,1,3,4,40.4330961,-3.6931951,1616,0,1,6227,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
2.0,2030000,238.0,1,3,4,40.4307961,-3.6965951,1527,0,1,8529,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.0,740000,150.0,1,4,2,40.4168054,-3.6739099,3997,0,1,4933,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
13.0,1680000,298.0,1,4,4,40.4522206,-3.6868186,2386,0,1,5638,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,125000,30.0,0,1,1,40.4095114,-3.7052232,3414,0,0,4167,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,970000,146.0,1,3,3,40.4277437,-3.6763195,3159,0,1,6644,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
5.0,550000,110.0,1,3,2,40.4027591,-3.6740269,5139,0,1,5000,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,279500,44.0,1,1,1,40.4552075,-3.6795079,3084,0,1,6352,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
6.0,289000,74.0,1,3,1,40.4017681,-3.695605,4422,0,1,3905,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,395000,114.0,1,3,2,40.4566533,-3.5922671,10132,0,1,3465,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
4.0,104900,66.0,1,3,1,40.3908916,-3.7381326,5957,0,0,1589,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-3.0,-1.0,-1.0,0.0,-3.0,-1.0
2.0,113500,57.0,1,2,1,40.37971,-3.62238,9998,0,0,1991,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0
8.0,2300000,205.0,1,2,2,40.4134661,-3.6892221,3434,0,1,11220,0,0,0,0,0,0,0,1,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
8.0,800000,95.0,1,1,1,40.4314337,-3.674227,3173,0,1,8421,0,0,1,1,0,0,0,1,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,410960,91.0,0,4,1,40.4235997,-3.6704643,3810,0,0,4516,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,515920,149.0,1,4,2,40.446898,-3.699376,1181,0,1,3463,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
6.0,439900,134.0,1,3,3,40.4196655,-3.6150467,8348,0,1,3283,0,0,1,1,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
5.0,918000,210.0,1,3,2,40.4557711,-3.6890903,2491,0,1,4371,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,190000,71.0,0,2,1,40.390807,-3.6658522,6624,0,0,2676,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
1.0,878800,150.0,1,4,2,40.4233685,-3.6739608,3566,0,1,5859,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
3.0,330000,53.0,1,1,1,40.4274495,-3.7059615,1436,0,1,6226,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,330000,66.0,1,1,1,40.4271495,-3.7057615,1473,0,1,5000,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,395000,37.0,0,1,1,40.448268,-3.6724121,3310,1,1,10676,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,708000,115.0,0,3,2,40.448268,-3.6724121,3310,1,1,6157,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,510000,83.0,0,2,2,40.448268,-3.6724121,3310,1,1,6145,0,0,0,0,0,0,1,0,0,0,1,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,585000,164.0,1,3,2,40.4262627,-3.670673,3662,0,0,3567,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
6.0,660000,100.0,1,2,2,40.426307,-3.700955,1704,0,1,6600,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
9.0,115000,93.0,1,3,1,40.3757988,-3.6603533,8284,0,1,1237,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
4.0,129900,55.0,1,1,1,40.4048264,-3.7397427,4651,0,0,2362,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0
1.0,555490,87.0,1,2,2,40.4412688,-3.7173757,639,0,1,6385,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,340000,49.0,0,1,1,40.4185529,-3.6965687,2641,0,1,6939,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
5.0,695000,116.0,1,4,2,40.4313394,-3.6788576,2806,0,1,5991,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,1245110,204.0,1,6,2,40.4264839,-3.6802133,2934,0,1,6103,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
9.0,990800,191.0,1,2,2,40.4410144,-3.7158248,505,0,1,5187,0,0,1,1,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
9.0,936430,191.0,1,2,2,40.4410144,-3.7158248,505,0,1,4903,0,0,1,1,0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,1263070,394.0,1,7,5,40.4788858,-3.7265047,4543,0,1,3206,0,0,1,1,0,1,0,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
1.0,230000,62.0,1,3,1,40.4017682,-3.7452813,5195,0,0,3710,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0
1.0,288000,77.0,1,2,1,40.4554129,-3.7073204,1728,0,1,3740,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,320000,123.0,1,1,1,40.4554129,-3.7073204,1728,0,1,2602,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,305000,47.0,1,1,1,40.4229782,-3.7015388,2023,0,1,6489,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,167000,132.0,1,2,2,40.388193,-3.7184398,5804,0,1,1265,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
2.0,175000,50.0,1,1,1,40.3664549,-3.7533149,8962,1,1,3500,0,0,1,1,0,0,1,0,0,0,1,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
2.0,565000,110.0,1,3,2,40.4204879,-3.7089881,2171,0,1,5136,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,329000,104.0,1,2,2,40.4389168,-3.7132969,303,0,1,3163,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
2.0,363000,50.0,1,1,1,40.435979,-3.6749411,3000,1,1,7260,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,129000,58.0,0,1,1,40.4350859,-3.6368145,6217,0,0,2224,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
3.0,139331,70.0,0,3,1,40.4037411,-3.6018838,10000,0,0,1990,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
4.0,610000,151.0,1,5,2,40.4352353,-3.7168161,783,0,1,4040,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
2.0,95000,57.0,1,2,1,40.3882451,-3.6405681,8225,0,0,1667,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,199900,98.0,1,3,1,40.3872919,-3.7050292,5875,0,0,2040,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,251000,56.0,1,2,1,40.4642421,-3.6931672,3048,0,0,4482,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,203000,50.0,1,2,1,40.4295965,-3.7109346,1159,0,0,4060,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
5.0,320000,48.0,0,3,1,40.4301563,-3.7095812,1095,0,1,6667,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,170000,86.0,1,3,1,40.3847323,-3.7077784,6148,0,0,1977,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,0.0,-1.0,1.0,-2.0,-1.0
1.0,105000,60.0,1,2,1,40.3789374,-3.7150918,6803,0,0,1750,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,425000,84.0,0,1,1,40.4280268,-3.7198996,1572,0,1,5060,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
4.0,150000,47.0,1,1,1,40.4111279,-3.6990414,3341,0,0,3191,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
4.0,84000,53.0,0,3,1,40.389836,-3.6665236,6682,0,0,1585,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
3.0,169900,80.0,1,2,2,40.3863913,-3.6650489,7071,0,1,2124,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
1.0,290000,75.0,0,3,2,40.3993321,-3.6937808,4725,0,1,3867,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,145000,29.0,0,1,1,40.3915691,-3.6951109,5530,0,0,5000,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,185000,122.0,1,4,2,40.3850848,-3.7367394,6512,0,0,1516,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
4.0,850000,102.0,1,2,2,40.4225891,-3.6818759,3068,0,1,8333,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,290000,87.0,1,2,2,40.381592,-3.6990451,6560,0,1,3333,0,0,1,1,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
9.0,1399000,320.0,1,5,4,40.456226,-3.6855022,2748,0,1,4372,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,300000,55.0,1,1,1,40.5016155,-3.7017433,6886,0,1,5455,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.0,750000,172.0,1,4,2,40.4398472,-3.699793,863,0,1,4360,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
3.0,798000,166.0,1,4,2,40.4325993,-3.7036561,982,0,1,4807,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
7.0,1180000,199.0,1,3,3,40.4586116,-3.6896312,2693,0,1,5930,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,975000,165.0,1,3,2,40.4312734,-3.6713413,3412,0,1,5909,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,1700000,275.0,1,4,2,40.4336887,-3.6832902,2366,0,1,6182,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,1300000,217.0,1,4,3,40.4272333,-3.6800447,2905,0,1,5991,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,1200000,252.0,0,4,3,40.454202,-3.6723538,3555,0,0,4762,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,1350000,291.0,1,4,3,40.4502426,-3.6883207,2159,0,1,4639,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,1100000,202.0,1,4,2,40.458133,-3.6787511,3325,0,1,5446,0,0,1,1,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
8.0,1695000,273.0,1,4,4,40.4394663,-3.6822524,2348,0,1,6209,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,885000,271.0,0,4,4,40.4758936,-3.7379494,4638,0,0,3266,0,0,1,1,1,0,0,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
0.0,3200000,1000.0,0,7,6,40.4766395,-3.8214211,10269,0,0,3200,0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0
4.0,169000,49.0,0,1,1,40.4008542,-3.6924604,4598,0,0,3449,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
6.0,230000,68.0,1,2,1,40.3898605,-3.7005348,5632,0,1,3382,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
6.0,230000,68.0,1,2,1,40.3892605,-3.7035348,5668,0,1,3382,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
3.0,405000,103.0,0,3,2,40.4003102,-3.6988384,4513,0,1,3932,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,290000,75.0,0,3,2,40.3996321,-3.6946808,4672,0,1,3867,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
6.0,390000,87.0,1,3,2,40.395421,-3.7016239,5007,0,1,4483,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,300000,80.0,1,3,1,40.3977136,-3.6955259,4858,0,0,3750,0,0,1,1,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,205000,71.0,0,3,1,40.3878185,-3.7108885,5802,0,0,2887,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
0.0,179000,49.0,0,2,1,40.3985482,-3.6939386,4805,0,0,3653,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,337000,104.0,1,3,1,40.3950517,-3.698088,5098,0,1,3240,0,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
5.0,355000,80.0,1,2,1,40.4285594,-3.6065119,8850,0,1,4438,0,0,1,1,0,0,0,1,0,1,0,0,1.0,1.0,0.0,-1.0,-2.0,1.0,-2.0,-1.0
1.0,4000000,654.0,1,5,2,40.4220232,-3.6835016,3004,0,1,6116,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,238000,69.0,1,3,1,40.3992668,-3.6930924,4749,0,0,3449,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,104000,22.0,0,1,1,40.4101958,-3.7079405,3318,0,0,4727,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
4.0,185000,71.0,1,2,1,40.4391913,-3.646349,5387,0,0,2606,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
