floor,price,size,exterior,rooms,bathrooms,latitude,longitude,distance,newDevelopment,hasLift,priceByArea,topNewDevelopment,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew,codbar_1,codbar_2,codbar_3,codbar_4,codbar_5,coddistrit_1,coddistrit_2,coddistrit_3
0.0,2055000,330.0,1,4,3,40.4315961,-3.6961951,1496,0,1,6227,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0
5.0,240000,50.0,0,2,1,40.4044036,-3.7032853,3998,0,1,4800,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,1065000,360.0,0,6,4,40.4576949,-3.6500369,5441,0,0,2958,0,0,1,1,1,0,0,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,268000,70.0,0,1,1,40.4692788,-3.6881753,3742,0,1,3829,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,630000,147.0,1,3,3,40.4071635,-3.6839306,4266,0,1,4286,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,825000,201.0,0,2,3,40.4579688,-3.7791931,6186,0,0,4104,0,0,1,1,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
3.0,200000,56.0,1,1,1,40.5079767,-3.6577432,8755,0,1,3571,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
3.0,365000,68.0,1,1,1,40.4251639,-3.668149,3907,0,1,5368,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,154000,110.0,1,4,1,40.342163,-3.7082307,10879,0,0,1400,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
0.0,4500000,709.0,0,6,6,40.4486032,-3.6832284,2459,0,0,6347,0,0,1,1,1,0,0,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,970000,200.0,1,4,3,40.4541894,-3.6560281,4831,0,1,4850,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
3.0,269790,82.0,1,3,1,40.473098,-3.6913592,4003,0,0,3290,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,125000,83.0,0,3,1,40.346496,-3.7042952,10407,0,0,1506,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
2.0,465000,121.0,1,4,2,40.4586313,-3.7799205,6268,0,1,3843,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,8700000,881.0,0,5,3,40.4471333,-3.6813277,2552,0,0,9875,0,0,1,1,1,0,0,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,340000,88.0,1,1,1,40.454898,-3.6580908,4694,0,1,3864,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
0.0,990000,360.0,0,5,5,40.4540474,-3.7894297,6900,0,0,2750,0,0,1,1,1,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,1045000,319.0,1,5,4,40.4657834,-3.6644727,4801,0,1,3276,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-2.0,-1.0,1.0,-2.0,-1.0
1.0,140000,38.0,0,1,1,40.4099827,-3.7176929,3400,0,1,3684,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,524000,111.0,1,3,2,40.4992639,-3.6575136,7945,0,1,4721,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
2.0,2190000,450.0,1,5,6,40.432532,-3.6800986,2663,0,1,4867,0,0,1,1,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,515920,149.0,1,4,2,40.446898,-3.699376,1181,0,0,3463,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,525000,137.0,1,3,2,40.4478681,-3.783292,6263,0,1,3832,0,0,1,1,0,0,1,0,0,1,0,0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2.0,350000,48.0,0,0,1,40.4314841,-3.6847208,2339,0,1,7292,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,575000,110.0,0,2,2,40.4509363,-3.6718378,3450,0,0,5227,0,0,0,0,1,0,0,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,165000,78.0,1,3,2,40.3826078,-3.7712995,8225,0,0,2115,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-1.0,0.0,-2.0,0.0,-3.0,-1.0
0.0,251500,72.0,0,2,3,40.4128137,-3.7202428,3144,0,1,3493,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,340000,63.0,1,1,1,40.4134774,-3.6974624,3134,0,1,5397,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,440000,98.0,0,3,1,40.4257084,-3.6785786,3097,0,1,4490,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
5.0,240000,98.0,1,3,2,40.356396,-3.6867543,9502,0,1,2449,0,0,1,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
12.0,1023000,175.0,1,3,1,40.4386742,-3.718621,744,0,1,5846,0,0,1,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
1.0,1001800,255.0,1,5,4,40.4697403,-3.6659285,4983,0,1,3929,0,0,1,1,0,0,1,0,0,0,0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
7.0,407000,90.0,1,2,2,40.395553,-3.670354,5973,0,1,4522,0,0,1,1,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
0.0,1715000,580.0,0,5,6,40.4627092,-3.7726061,5868,0,0,2957,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,2295000,737.0,0,6,6,40.4695138,-3.7681216,5911,0,0,3114,0,0,1,1,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,549000,151.0,0,4,1,40.4589364,-3.7831402,6536,0,0,3636,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,315000,73.0,1,2,2,40.4379259,-3.6663197,3703,1,1,4315,0,0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,290000,54.0,1,1,1,40.4379259,-3.6663197,3703,1,1,5370,0,0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,132000,73.0,1,2,1,40.3855012,-3.6389796,8536,0,0,1808,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
6.0,315000,109.0,1,2,2,40.3612156,-3.759612,9715,0,1,2890,0,0,1,1,0,1,0,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
1.0,132300,59.0,1,2,1,40.3874381,-3.7117248,5846,0,0,2242,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
1.0,540000,149.0,1,3,2,40.4936528,-3.6534565,7646,0,1,3624,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
5.0,1200000,304.0,1,5,3,40.5008951,-3.6574859,8097,0,1,3947,0,0,1,1,0,0,0,1,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
2.0,595000,174.0,1,3,2,40.47364,-3.7226,3889,0,1,3420,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
1.0,380000,90.0,1,3,1,40.4569958,-3.6773936,3344,0,1,4222,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
4.0,175000,96.0,1,4,1,40.412846,-3.7312775,3515,0,0,1823,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0
2.0,239500,67.0,1,1,1,40.4613801,-3.6990855,2550,0,0,3575,0,0,0,0,0,1,0,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
0.0,2386700,1245.0,0,7,6,40.4709288,-3.8111878,9225,0,0,1917,0,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,196000,47.0,1,1,1,40.4024375,-3.7013214,4240,0,0,4170,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,251500,75.0,1,2,3,40.4109137,-3.7186428,3315,0,1,3353,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
6.0,434500,103.0,1,2,2,40.4084381,-3.6714503,4791,0,1,4218,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,271300,89.0,1,3,1,40.393202,-3.7087689,5204,0,1,3048,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-3.0,-1.0,-1.0,0.0,-3.0,-1.0
2.0,1290070,461.0,1,7,5,40.4777097,-3.725308,4388,0,1,2798,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0
1.0,193200,80.0,1,3,1,40.4075225,-3.7283705,3931,0,0,2415,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-2.0,0.0,-3.0,-1.0
8.0,710000,116.0,1,4,3,40.4704191,-3.7263333,3653,0,1,6121,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
4.0,710000,113.0,1,4,3,40.4702191,-3.7295333,3744,0,1,6283,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
7.0,2230000,198.0,1,3,2,40.4403883,-3.695306,1244,1,1,11263,0,0,1,1,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
0.0,116999,60.0,1,2,1,40.4301894,-3.6203863,7662,0,0,1950,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-2.0,1.0,-2.0,-1.0
2.0,220000,36.0,0,1,1,40.42175,-3.7054636,2065,0,0,6111,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,530000,126.0,1,3,2,40.4915231,-3.7301077,5976,0,1,4206,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
3.0,69900,34.0,1,1,1,40.3496402,-3.695697,10119,0,0,2056,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0
9.0,128000,56.0,1,2,1,40.4248322,-3.6334099,6697,0,1,2286,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
-1.0,145000,55.0,0,2,1,40.4246817,-3.7280811,2289,0,0,2636,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
1.0,130000,57.0,1,1,1,40.3977207,-3.6688126,5852,0,1,2281,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,147260,83.0,1,2,1,40.3788396,-3.7013125,6840,0,0,1774,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,0.0,-1.0,1.0,-2.0,-1.0
4.0,175000,96.0,1,3,2,40.4051818,-3.7579083,5606,0,0,1823,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,95000,68.0,0,2,1,40.3494184,-3.6875573,10249,0,0,1397,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
4.0,130000,82.0,1,2,1,40.478802,-3.6632501,5852,0,1,1585,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
4.0,106000,61.0,1,2,1,40.3916378,-3.7164246,5404,0,0,1738,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
1.0,598000,122.0,1,3,2,40.4392594,-3.7107181,102,0,1,4902,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
4.0,185000,82.0,1,4,1,40.4315662,-3.6270746,7080,0,1,2256,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
3.0,360000,122.0,1,4,2,40.3856825,-3.7481667,6849,0,1,2951,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-3.0,-1.0,-1.0,0.0,-3.0,-1.0
1.0,113000,40.0,0,1,1,40.3842815,-3.7482028,6988,0,0,2825,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-3.0,-1.0,-1.0,0.0,-3.0,-1.0
1.0,325000,69.0,1,2,1,40.4250887,-3.7056499,1698,0,1,4710,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,330000,78.0,1,2,1,40.4044305,-3.6744976,4967,0,1,4231,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,179000,56.0,1,2,1,40.4598284,-3.7032489,2277,0,0,3196,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
2.0,255000,89.0,1,3,2,40.4322861,-3.6362398,6300,0,1,2865,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,125000,59.0,1,3,1,40.4334456,-3.6364098,6270,0,0,2119,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,170000,38.0,0,1,1,40.4271748,-3.7069733,1448,0,0,4474,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
0.0,430000,110.0,1,3,2,40.436495,-3.661706,4105,0,1,3909,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
0.0,134100,65.0,1,3,1,40.3786852,-3.6203357,10203,0,0,2063,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0
0.0,330000,69.0,0,3,1,40.4684937,-3.6501842,5970,0,0,4783,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
2.0,159000,29.0,0,1,1,40.4287941,-3.7059253,1292,0,0,5483,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
1.0,285000,80.0,0,2,1,40.4427188,-3.670216,3380,0,1,3563,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,420000,45.0,1,1,1,40.4232764,-3.6800324,3144,0,1,9333,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,225000,69.0,1,0,1,40.4672087,-3.6666309,4755,0,1,3261,0,0,1,1,0,0,0,0,1,0,0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
10.0,465000,90.0,1,3,2,40.4777138,-3.6766526,5054,0,1,5167,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
3.0,200000,64.0,0,2,1,40.4053666,-3.6735352,4935,0,1,3125,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
5.0,238000,60.0,0,2,1,40.3965586,-3.6947411,4999,0,1,3967,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,350000,94.0,0,2,2,40.3972826,-3.6983696,4850,0,1,3723,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
5.0,199000,85.0,1,3,1,40.465896,-3.6456645,6157,0,0,2341,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
2.0,289000,70.0,0,2,2,40.4307957,-3.6673572,3751,0,1,4129,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
4.0,170000,82.0,0,3,1,40.4483307,-3.698208,1361,0,1,2073,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
1.0,350000,97.0,1,1,2,40.4693761,-3.6653063,4996,0,1,3608,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,189900,82.0,1,4,1,40.460771,-3.6462435,5868,0,0,2316,0,0,0,0,0,0,1,0,0,0,0,1,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,215000,65.0,1,2,1,40.4569496,-3.6994177,2086,0,1,3308,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
4.0,139900,83.0,1,3,1,40.3845097,-3.6666613,7178,0,0,1686,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
5.0,230000,86.0,0,2,2,40.3813831,-3.6356872,9058,0,1,2674,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
4.0,316000,51.0,1,1,1,40.4570549,-3.695824,2243,0,0,6196,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
3.0,169600,58.0,1,3,1,40.4315454,-3.6355264,6372,0,1,2924,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
-1.0,246000,69.0,1,1,2,40.40294,-3.70911,4121,0,0,3565,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,128000,52.0,1,2,1,40.4299931,-3.6240843,7355,0,0,2462,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
5.0,530000,159.0,1,4,2,40.3939463,-3.6949937,5275,0,1,3333,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,485000,126.0,1,3,2,40.4204904,-3.7083123,2173,0,1,3849,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,214000,80.0,1,3,1,40.475019,-3.6363729,7345,0,1,2675,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
3.0,169600,64.0,0,3,1,40.4299974,-3.6416343,5891,0,0,2650,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
4.0,90000,61.0,1,3,1,40.4276178,-3.6203592,7710,0,0,1475,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-2.0,1.0,-2.0,-1.0
2.0,159000,96.0,1,3,2,40.3869772,-3.6666217,6945,0,0,1656,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
5.0,143500,85.0,1,2,1,40.3820114,-3.6486786,8278,0,1,1688,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
1.0,285000,79.0,1,1,1,40.4344759,-3.6183919,7776,0,1,3608,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
2.0,245000,90.0,0,3,2,40.4349124,-3.6408872,5876,0,1,2722,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,470000,103.0,0,3,3,40.4151117,-3.7010965,2868,0,0,4563,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
3.0,866000,111.0,0,2,2,40.4565283,-3.6565809,4879,0,1,7802,0,0,1,1,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,0.0,-1.0,1.0,-2.0,-1.0
3.0,680000,175.0,1,4,2,40.4342685,-3.7037432,828,0,1,3886,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0
1.0,429000,88.0,0,2,2,40.4591428,-3.6764865,3545,0,1,4875,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
2.0,492000,135.0,1,4,2,40.3970835,-3.7033508,4804,0,0,3644,0,0,1,0,0,0,1,0,0,1,0,0,0.0,2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,385000,110.0,0,3,3,40.4677274,-3.6527463,5741,0,1,3500,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
3.0,485000,135.0,1,3,2,40.4864152,-3.6554163,6925,0,1,3593,0,0,1,1,0,0,1,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
1.0,545000,96.0,0,4,2,40.4190647,-3.6776724,3592,0,1,5677,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,129900,60.0,0,2,1,40.3825754,-3.6417717,8610,0,1,2165,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,109000,61.0,1,2,1,40.3712626,-3.7591822,8703,0,0,1787,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,0.0,-3.0,-1.0
1.0,485000,88.0,1,2,2,40.4096999,-3.6759322,4434,0,1,5511,0,0,0,0,0,0,1,0,0,1,0,0,2.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
1.0,359900,120.0,1,4,2,40.3984544,-3.6010185,10317,0,1,2999,0,0,1,1,0,0,1,0,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,945000,260.0,0,4,4,40.4448931,-3.6461546,5430,0,0,3635,0,0,1,1,1,0,0,0,0,1,0,0,1.0,0.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
2.0,400000,100.0,0,3,2,40.4049582,-3.6979607,4027,0,1,4000,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
0.0,216000,55.0,1,1,1,40.4114713,-3.695332,3406,0,0,3927,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0
2.0,109000,50.0,1,2,1,40.4292348,-3.6261296,7198,0,1,2180,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-2.0,1.0,-2.0,-1.0
0.0,639000,397.0,0,5,2,40.465547,-3.6510462,5740,0,0,1610,0,0,1,1,1,0,0,0,0,1,0,0,2.0,0.0,-1.0,-1.0,-1.0,0.0,-2.0,0.0
0.0,375000,253.0,1,3,4,40.3519235,-3.6885468,9960,0,0,1482,0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.0,-2.0,0.0,-1.0,0.0,-2.0,0.0
1.0,630000,113.0,1,3,2,40.4227673,-3.6779126,3323,0,1,5575,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
2.0,240000,42.0,0,1,1,40.4219979,-3.6811597,3156,0,1,5714,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
1.0,385000,57.0,0,2,1,40.4237347,-3.6799248,3122,0,1,6754,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0
6.0,1190000,221.0,1,5,3,40.4540796,-3.5967645,9708,0,1,5385,0,0,1,1,0,0,0,1,0,1,0,0,0.0,1.0,-2.0,-1.0,-1.0,1.0,-2.0,-1.0
9.0,985000,129.0,1,2,2,40.447336,-3.6923302,1703,0,1,7636,0,0,0,0,0,0,0,1,0,0,0,1,1.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0
9.0,990000,140.0,1,2,2,40.448736,-3.6893302,2000,0,1,7071,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
9.0,1950000,270.0,1,4,3,40.447536,-3.6889302,1970,0,1,7222,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
5.0,700000,172.0,1,4,3,40.4369636,-3.6627265,4014,0,1,4070,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-1.0,-2.0
