floor,price,propertyType,size,exterior,rooms,bathrooms,latitude,longitude,distance,status,newDevelopment,hasLift,priceByArea,topNewDevelopment,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,codbar,coddistrit
0.0,2350000,flat,408.0,True,4,4,40.4665149,-3.6805614,3859,good,False,1.0,5760,False,0.0,True,True,55.0,5.0
0.0,2200000,chalet,800.0,False,5,5,40.4524485,-3.641076,5994,renew,False,0.0,2750,False,0.0,True,True,162.0,16.0
4.0,740000,flat,140.0,True,3,2,40.4636655,-3.6665845,4518,good,False,1.0,5286,False,0.0,True,True,158.0,15.0
0.0,845000,chalet,250.0,False,4,3,40.44105,-3.64277,5690,good,False,0.0,3380,False,0.0,True,True,154.0,15.0
0.0,990000,chalet,425.0,False,5,5,40.4554093,-3.789838,6969,good,False,0.0,2329,False,0.0,True,True,97.0,9.0
0.0,1490000,chalet,380.0,False,5,6,40.4560655,-3.6261819,7313,good,False,0.0,3921,False,0.0,True,True,162.0,16.0
1.0,395000,flat,108.0,True,1,1,40.4218185,-3.7067607,2040,good,False,0.0,3657,False,0.0,False,False,15.0,1.0
2.0,1445000,flat,278.0,True,6,3,40.4372765,-3.6900525,1715,good,False,1.0,5198,False,0.0,False,False,46.0,4.0
0.0,1950000,chalet,335.0,False,4,4,40.4630564,-3.7661113,5395,good,False,0.0,5821,False,0.0,False,False,95.0,9.0
6.0,2800000,flat,333.0,True,4,4,40.4365306,-3.6966919,1190,good,False,1.0,8408,False,0.0,True,True,74.0,7.0
1.0,760000,flat,180.0,True,4,4,40.4999224,-3.6742394,7317,good,False,1.0,4222,False,0.0,True,True,86.0,8.0
1.0,1150000,flat,176.0,True,3,2,40.4356359,-3.6898641,1771,renew,False,1.0,6534,False,0.0,True,True,74.0,7.0
7.0,2900000,penthouse,313.0,True,4,4,40.4318274,-3.6819099,2545,good,False,1.0,9265,False,0.0,True,True,46.0,4.0
1.0,695000,flat,215.0,True,9,3,40.4161501,-3.7034148,2709,good,False,0.0,3233,False,0.0,False,False,16.0,1.0
3.0,287000,duplex,103.0,True,3,2,40.4384662,-3.6567611,4508,good,False,0.0,2786,False,0.0,True,True,155.0,15.0
3.0,268000,flat,116.0,True,3,3,40.4401345,-3.6542116,4721,renew,False,0.0,2310,False,0.0,False,False,155.0,15.0
5.0,345000,flat,78.0,False,2,2,40.4285132,-3.6640232,4095,good,False,1.0,4423,False,0.0,False,False,43.0,4.0
1.0,1490000,flat,310.0,True,5,3,40.4396067,-3.6911607,1594,renew,False,1.0,4806,False,0.0,True,True,51.0,5.0
0.0,1630000,chalet,422.0,False,4,4,40.4642326,-3.7631305,5240,good,False,0.0,3863,False,0.0,True,True,95.0,9.0
0.0,2450000,chalet,702.0,False,8,8,40.4913497,-3.7051871,5724,good,False,0.0,3490,False,0.0,True,True,87.0,8.0
14.0,1400000,duplex,387.0,True,6,4,40.4773024,-3.6732174,5185,good,False,1.0,3618,False,0.0,True,True,159.0,15.0
0.0,1600000,chalet,450.0,False,5,6,40.4552281,-3.6503473,5323,good,False,0.0,3556,False,0.0,True,True,162.0,16.0
1.0,500000,flat,118.0,False,2,2,40.4211238,-3.6735859,3728,renew,False,1.0,4237,False,0.0,False,False,34.0,3.0
2.0,319000,flat,98.0,True,3,2,40.3873424,-3.7338026,6192,newdevelopment,True,1.0,3255,False,1.0,True,True,114.0,11.0
3.0,1100000,flat,362.0,True,6,4,40.4487273,-3.6970733,1462,renew,False,1.0,3039,False,0.0,True,True,62.0,6.0
4.0,1900000,flat,288.0,True,5,5,40.4401144,-3.6975349,1054,good,False,1.0,6597,False,0.0,True,True,75.0,7.0
5.0,177000,flat,82.0,True,3,1,40.3830271,-3.7225586,6423,good,False,1.0,2159,False,0.0,True,True,117.0,11.0
4.0,998000,penthouse,217.0,True,5,4,40.5090505,-3.6680629,8457,good,False,1.0,4599,False,0.0,True,True,86.0,8.0
1.0,599000,flat,143.0,False,5,2,40.4448621,-3.7015234,898,renew,False,1.0,4189,False,0.0,True,True,75.0,7.0
8.0,346000,flat,151.0,True,4,2,40.3976449,-3.6411957,7490,good,False,1.0,2291,False,0.0,False,False,145.0,14.0
1.0,900000,flat,204.0,True,5,3,40.4209176,-3.6746666,3666,renew,False,1.0,4412,False,0.0,False,False,34.0,3.0
1.0,939000,flat,194.0,True,9,6,40.4210324,-3.7019308,2216,renew,False,0.0,4840,False,0.0,False,False,15.0,1.0
6.0,540000,flat,105.0,True,3,1,40.4286559,-3.6667595,3870,good,False,1.0,5143,False,0.0,False,False,43.0,4.0
1.0,450000,flat,97.0,True,3,2,40.4445475,-3.6710416,3335,good,False,1.0,4639,False,0.0,False,False,52.0,5.0
4.0,331000,flat,72.0,False,1,1,40.4586432,-3.696285,2375,renew,False,1.0,4597,False,0.0,True,True,63.0,6.0
2.0,1400000,flat,245.0,True,3,3,40.4621122,-3.6793984,3570,good,False,1.0,5714,False,0.0,True,True,55.0,5.0
3.0,282900,flat,44.0,False,1,1,40.4094994,-3.7089935,3392,good,False,1.0,6430,False,0.0,False,False,12.0,1.0
1.0,179000,flat,37.0,False,1,1,40.4484595,-3.7038808,1073,good,False,1.0,4838,False,0.0,False,False,61.0,6.0
9.0,919900,penthouse,123.0,True,2,3,40.4395144,-3.7170248,596,good,False,1.0,7479,False,0.0,True,True,76.0,7.0
3.0,579100,flat,118.0,False,2,2,40.4416144,-3.7169248,612,good,False,1.0,4908,False,0.0,True,True,76.0,7.0
2.0,549000,flat,100.0,False,3,1,40.4156636,-3.6906221,3164,renew,False,1.0,5490,False,0.0,False,False,35.0,3.0
6.0,339000,flat,64.0,True,1,1,40.4475517,-3.6651025,3890,good,False,1.0,5297,False,0.0,False,False,52.0,5.0
3.0,440000,flat,104.0,True,2,2,40.453183,-3.5961028,9748,good,False,1.0,4231,False,0.0,True,True,211.0,21.0
2.0,495000,flat,150.0,True,4,2,40.4402274,-3.6627558,3998,good,False,1.0,3300,False,0.0,False,False,44.0,4.0
3.0,470000,flat,169.0,True,4,3,40.3999495,-3.6969887,4587,renew,False,1.0,2781,False,0.0,False,False,25.0,2.0
10.0,495000,flat,122.0,True,2,2,40.4790649,-3.7380274,4948,good,False,1.0,4057,False,0.0,True,True,83.0,8.0
6.0,1390000,flat,360.0,True,7,3,40.4375653,-3.7158613,565,renew,False,1.0,3861,False,0.0,False,False,71.0,7.0
3.0,279900,flat,80.0,True,2,1,40.4352193,-3.6563818,4568,good,False,1.0,3499,False,0.0,False,False,154.0,15.0
3.0,2250000,flat,462.0,True,15,3,40.4265343,-3.6991116,1758,good,False,1.0,4870,False,0.0,True,True,14.0,1.0
2.0,580000,flat,123.0,True,4,2,40.4172757,-3.7114726,2529,good,False,1.0,4715,False,0.0,False,False,11.0,1.0
3.0,199000,flat,46.0,True,1,1,40.4532868,-3.7086418,1481,good,False,1.0,4326,False,0.0,True,True,61.0,6.0
3.0,2747000,flat,293.0,True,4,5,40.4345789,-3.6853343,2172,newdevelopment,True,1.0,9375,False,1.0,True,True,46.0,4.0
2.0,2677000,flat,293.0,True,4,5,40.4345789,-3.6853343,2172,newdevelopment,True,1.0,9137,False,1.0,True,True,46.0,4.0
5.0,239900,flat,68.0,True,1,1,40.4447154,-3.5792244,11078,good,False,1.0,3528,False,0.0,True,True,206.0,20.0
2.0,318000,flat,72.0,False,2,1,40.4348588,-3.6778956,2776,renew,False,1.0,4417,False,0.0,False,False,45.0,4.0
10.0,675000,flat,194.0,True,4,3,40.4810049,-3.6640551,5991,good,False,1.0,3479,False,0.0,True,True,159.0,15.0
1.0,649000,flat,126.0,True,4,2,40.4181166,-3.6728916,3973,renew,False,1.0,5151,False,0.0,False,False,34.0,3.0
9.0,400000,flat,108.0,True,3,2,40.4858137,-3.7010638,5149,good,False,1.0,3704,False,0.0,False,False,85.0,8.0
-1.0,299990,flat,83.0,False,1,1,40.4247567,-3.7000666,1891,good,False,0.0,3614,False,0.0,False,False,14.0,1.0
0.0,7800000,chalet,2400.0,False,9,9,40.4691629,-3.8060292,8747,good,False,0.0,3250,False,0.0,True,True,96.0,9.0
1.0,209000,flat,75.0,True,2,2,40.3716095,-3.6180625,10882,good,False,1.0,2787,False,0.0,True,True,181.0,18.0
1.0,149900,flat,95.0,True,3,2,40.36391,-3.55679,15487,good,False,1.0,1578,False,0.0,False,False,191.0,19.0
3.0,154000,flat,56.0,True,2,1,40.4660379,-3.7045553,2931,good,False,0.0,2750,False,0.0,True,False,65.0,6.0
4.0,752000,flat,119.0,True,3,2,40.4535345,-3.6548962,4899,newdevelopment,True,1.0,6319,False,0.0,True,True,156.0,15.0
0.0,1470000,chalet,400.0,False,4,3,40.4672539,-3.7735617,6172,renew,False,0.0,3675,False,0.0,True,True,95.0,9.0
7.0,875000,flat,183.0,True,3,3,40.4417139,-3.6771596,2785,good,False,1.0,4781,False,0.0,False,False,52.0,5.0
3.0,940000,flat,210.0,True,4,3,40.4556509,-3.6886775,2506,renew,False,1.0,4476,False,0.0,False,False,54.0,5.0
3.0,1240000,flat,182.0,True,2,2,40.462006,-3.6741112,3899,good,False,1.0,6813,False,0.0,True,True,55.0,5.0
0.0,920000,chalet,484.0,False,7,4,40.4758341,-3.730693,4352,good,False,0.0,1901,False,0.0,True,True,83.0,8.0
0.0,1630000,chalet,443.0,False,4,5,40.4673326,-3.7659305,5623,good,False,0.0,3679,False,0.0,True,True,95.0,9.0
0.0,2250000,chalet,666.0,False,6,7,40.4575909,-3.654133,5115,good,False,0.0,3378,False,0.0,True,True,163.0,16.0
14.0,430000,flat,126.0,True,2,2,40.4857561,-3.6679294,6208,good,False,1.0,3413,False,0.0,True,True,166.0,16.0
12.0,233000,studio,49.0,True,0,1,40.4852904,-3.6677903,6173,good,False,1.0,4755,False,0.0,True,True,166.0,16.0
10.0,470000,flat,142.0,True,3,3,40.4852904,-3.6677903,6173,good,False,1.0,3310,False,0.0,True,True,166.0,16.0
1.0,255000,flat,51.0,False,2,1,40.440298,-3.7088369,103,good,False,1.0,5000,False,0.0,False,False,76.0,7.0
0.0,450000,flat,155.0,True,3,2,40.4267626,-3.6659879,4005,good,False,1.0,2903,False,0.0,False,False,43.0,4.0
3.0,1150000,flat,179.0,True,3,4,40.428669,-3.7203056,1532,newdevelopment,True,1.0,6425,False,0.0,True,True,92.0,9.0
3.0,470000,flat,93.0,True,2,2,40.4458653,-3.6656103,3812,good,False,1.0,5054,False,0.0,False,False,52.0,5.0
6.0,480000,flat,161.0,True,3,2,40.48339,-3.69553,4977,good,False,1.0,2981,False,0.0,True,True,85.0,8.0
0.0,1290000,chalet,184.0,False,4,2,40.4546577,-3.6651445,4130,good,False,0.0,7011,False,0.0,True,True,54.0,5.0
1.0,210000,flat,47.0,False,1,1,40.40849,-3.71069,3504,good,False,0.0,4468,False,0.0,False,False,11.0,1.0
2.0,375000,flat,75.0,False,2,2,40.4203484,-3.6982486,2400,good,False,1.0,5000,False,0.0,False,False,14.0,1.0
3.0,98000,flat,61.0,True,2,1,40.385419,-3.6659483,7123,good,False,0.0,1607,False,0.0,False,False,132.0,13.0
3.0,2700000,penthouse,437.0,True,4,5,40.4642234,-3.6781716,3808,good,False,1.0,6178,False,0.0,True,True,55.0,5.0
2.0,185000,flat,48.0,True,1,1,40.465167,-3.698256,2969,good,False,0.0,3854,False,0.0,True,True,65.0,6.0
2.0,270000,flat,108.0,True,3,2,40.4214508,-3.6246819,7509,good,False,1.0,2500,False,0.0,False,False,204.0,20.0
5.0,420000,flat,98.0,False,2,1,40.4412126,-3.6715735,3254,good,False,1.0,4286,False,0.0,False,False,52.0,5.0
3.0,144900,flat,112.0,True,3,1,40.3860336,-3.7055014,6012,good,False,0.0,1294,False,0.0,False,False,125.0,12.0
1.0,325000,flat,69.0,True,2,1,40.4255887,-3.7051499,1654,renew,False,1.0,4710,False,0.0,False,False,15.0,1.0
5.0,555000,flat,158.0,True,4,3,40.4820144,-3.6741461,5569,good,False,1.0,3513,False,0.0,False,False,56.0,5.0
1.0,790000,flat,220.0,True,5,3,40.4689175,-3.6881499,3708,good,False,1.0,3591,False,0.0,True,True,56.0,5.0
1.0,545000,flat,144.0,True,4,2,40.4022574,-3.6918751,4468,good,False,1.0,3785,False,0.0,True,True,26.0,2.0
1.0,419000,flat,98.0,True,2,2,40.4648836,-3.6632761,4825,good,False,1.0,4276,False,0.0,True,True,158.0,15.0
8.0,620000,penthouse,159.0,True,3,2,40.4343505,-3.7168588,855,good,False,1.0,3899,False,0.0,False,False,71.0,7.0
6.0,1200000,flat,164.0,True,5,3,40.4279479,-3.6998474,1591,good,False,1.0,7317,False,0.0,True,True,14.0,1.0
2.0,240000,flat,88.0,True,2,1,40.3933772,-3.7742738,7515,good,False,1.0,2727,False,0.0,True,True,105.0,10.0
4.0,630000,flat,138.0,True,3,3,40.4770362,-3.6694383,5360,good,False,1.0,4565,False,0.0,False,False,159.0,15.0
3.0,379000,flat,88.0,True,2,1,40.401984,-3.6673257,5560,good,False,1.0,4307,False,0.0,True,True,32.0,3.0
7.0,2700000,penthouse,278.0,True,3,4,40.4245658,-3.7205574,1934,good,False,1.0,9712,False,0.0,False,False,91.0,9.0
0.0,1100000,chalet,319.0,False,5,4,40.4422696,-3.6324093,6570,good,False,0.0,3448,False,0.0,True,True,208.0,20.0
2.0,499000,flat,133.0,True,4,3,40.4105202,-3.6665116,4928,good,False,1.0,3752,False,0.0,True,True,33.0,3.0
4.0,80000,penthouse,34.0,True,1,1,40.3977165,-3.6670902,5941,good,False,0.0,2353,False,0.0,False,False,136.0,13.0
1.0,139500,flat,87.0,True,2,1,40.3813136,-3.6643048,7585,good,False,0.0,1603,False,0.0,False,False,133.0,13.0
5.0,620000,flat,124.0,True,3,2,40.4259494,-3.6732243,3482,good,False,1.0,5000,False,0.0,False,False,42.0,4.0
0.0,920000,duplex,265.0,True,5,5,40.476632,-3.7292114,4385,newdevelopment,True,1.0,3472,False,0.0,True,True,83.0,8.0
0.0,950000,flat,322.0,True,6,6,40.476632,-3.7292114,4385,newdevelopment,True,1.0,2950,False,0.0,True,True,83.0,8.0
2.0,1195000,penthouse,343.0,True,6,6,40.476632,-3.7292114,4385,newdevelopment,True,1.0,3484,False,0.0,True,True,83.0,8.0
0.0,890000,flat,190.0,True,3,3,40.420968,-3.7056228,2148,good,False,1.0,4684,False,0.0,False,False,15.0,1.0
3.0,710000,flat,179.0,True,3,2,40.4173195,-3.7020382,2610,good,False,1.0,3966,False,0.0,False,False,16.0,1.0
4.0,600000,flat,150.0,True,3,2,40.4715687,-3.7288683,3856,good,False,1.0,4000,False,0.0,True,True,93.0,9.0
3.0,290000,flat,73.0,True,2,1,40.40574,-3.699838,3905,renew,False,1.0,3973,False,0.0,False,False,26.0,2.0
4.0,970000,flat,247.0,True,3,3,40.4503149,-3.6531838,4942,renew,False,1.0,3927,False,0.0,True,True,156.0,15.0
5.0,745000,flat,168.0,True,4,3,40.4345091,-3.7162904,810,renew,False,1.0,4435,False,0.0,False,False,71.0,7.0
0.0,1030000,flat,205.0,True,3,4,40.42816,-3.7206,1593,good,False,1.0,5024,False,0.0,False,False,92.0,9.0
1.0,185000,flat,77.0,False,3,1,40.3888276,-3.7417674,6293,good,False,1.0,2403,False,0.0,True,True,114.0,11.0
4.0,630000,flat,147.0,True,3,3,40.4056552,-3.6783344,4665,good,False,1.0,4286,False,0.0,False,False,31.0,3.0
5.0,2580000,penthouse,335.0,True,4,3,40.4354943,-3.6941339,1433,good,False,1.0,7701,False,0.0,True,True,74.0,7.0
4.0,397000,flat,76.0,True,1,1,40.4432782,-3.7043099,603,good,False,1.0,5224,False,0.0,False,False,76.0,7.0
12.0,1995000,flat,370.0,True,6,3,40.4419935,-3.7183395,739,renew,False,1.0,5392,False,0.0,True,False,76.0,7.0
1.0,1200000,flat,235.0,True,2,2,40.4207628,-3.7056183,2170,good,False,1.0,5106,False,0.0,False,False,15.0,1.0
0.0,1150000,chalet,350.0,False,6,5,40.4514107,-3.7159594,1365,good,False,0.0,3286,False,0.0,True,True,93.0,9.0
7.0,1100000,penthouse,141.0,True,3,2,40.423214,-3.6697039,3887,good,False,1.0,7801,False,0.0,True,True,42.0,4.0
1.0,995000,duplex,147.0,True,0,2,40.4252227,-3.6969826,1978,good,False,1.0,6769,False,0.0,False,False,14.0,1.0
7.0,1285000,flat,278.0,True,4,3,40.4632879,-3.6874283,3217,renew,False,1.0,4622,False,0.0,True,True,55.0,5.0
2.0,1699000,flat,420.0,True,5,5,40.4633295,-3.6819294,3517,renew,False,1.0,4045,False,0.0,True,True,55.0,5.0
2.0,1070000,flat,163.0,True,3,3,40.4543819,-3.6247174,7391,newdevelopment,True,1.0,6564,False,0.0,True,True,162.0,16.0
4.0,795000,flat,199.0,True,4,3,40.4511366,-3.694949,1776,renew,False,1.0,3995,False,0.0,True,False,62.0,6.0
0.0,150000,flat,30.0,False,1,1,40.4402274,-3.706597,289,good,False,1.0,5000,False,0.0,False,False,76.0,7.0
2.0,269000,flat,74.0,True,2,2,40.3873424,-3.7338026,6192,newdevelopment,True,1.0,3635,False,1.0,True,True,114.0,11.0
3.0,667000,flat,136.0,True,3,2,40.4109722,-3.6759666,4326,good,False,1.0,4904,False,0.0,True,True,36.0,3.0
2.0,325000,flat,112.0,True,4,1,40.3920851,-3.7071632,5333,good,False,1.0,2902,False,0.0,False,False,125.0,12.0
3.0,235000,flat,40.0,False,1,1,40.4351234,-3.7141677,646,good,False,1.0,5875,False,0.0,False,False,71.0,7.0
2.0,490000,flat,110.0,False,3,2,40.4363465,-3.7186376,836,good,False,1.0,4455,False,0.0,False,False,93.0,9.0
2.0,135000,flat,86.0,True,3,1,40.3890971,-3.6703854,6578,good,False,0.0,1570,False,0.0,False,False,132.0,13.0
3.0,129000,flat,50.0,True,1,1,40.4233446,-3.65437,5059,good,False,0.0,2580,False,0.0,False,False,151.0,15.0
1.0,1690000,flat,202.0,True,4,3,40.425601,-3.6836224,2747,good,False,1.0,8366,False,0.0,False,False,41.0,4.0
6.0,449000,penthouse,169.0,True,3,2,40.3624496,-3.58777,13470,good,False,1.0,2657,False,0.0,True,True,181.0,18.0
5.0,710000,flat,134.0,True,4,1,40.4321659,-3.7009411,1160,good,False,1.0,5299,False,0.0,False,False,73.0,7.0
7.0,460000,flat,131.0,True,4,2,40.4050426,-3.6735107,4964,good,False,1.0,3511,False,0.0,False,False,31.0,3.0
1.0,750000,flat,190.0,True,4,3,40.4333419,-3.6764001,2938,good,False,1.0,3947,False,0.0,False,False,45.0,4.0
5.0,998000,flat,282.0,True,4,3,40.4331046,-3.6737066,3165,good,False,1.0,3539,False,0.0,False,False,45.0,4.0
2.0,387000,flat,83.0,True,2,2,40.4431275,-3.6704433,3365,good,False,1.0,4663,False,0.0,False,False,52.0,5.0
1.0,195000,flat,98.0,True,3,2,40.3541047,-3.7011854,9579,good,False,1.0,1990,False,0.0,False,False,175.0,17.0
7.0,950000,flat,210.0,True,4,3,40.438579,-3.7174109,646,good,False,1.0,4524,False,0.0,True,True,71.0,7.0
2.0,387000,flat,92.0,False,2,2,40.4071493,-3.6709357,4927,good,False,1.0,4207,False,0.0,False,False,36.0,3.0
1.0,630000,flat,161.0,True,4,1,40.4217071,-3.6974894,2293,renew,False,1.0,3913,False,0.0,False,False,14.0,1.0
1.0,249000,flat,55.0,True,1,1,40.3898628,-3.6887117,5858,good,False,1.0,4527,False,0.0,False,False,24.0,2.0
1.0,479000,flat,117.0,True,3,2,40.4340698,-3.7075629,690,good,False,1.0,4094,False,0.0,False,False,72.0,7.0
2.0,146900,flat,94.0,True,3,2,40.3814296,-3.6655774,7520,good,False,0.0,1563,False,0.0,False,False,133.0,13.0
2.0,1850000,flat,332.0,True,6,3,40.4367083,-3.6926246,1515,renew,False,1.0,5572,False,0.0,True,True,74.0,7.0
3.0,470000,flat,133.0,True,2,1,40.4248538,-3.7013443,1836,good,False,0.0,3534,False,0.0,False,False,15.0,1.0
3.0,1200000,flat,187.0,True,5,3,40.4259603,-3.6792826,3032,good,False,1.0,6417,False,0.0,True,True,42.0,4.0
2.0,357000,flat,124.0,True,3,3,40.4954071,-3.6866917,6468,newdevelopment,True,1.0,2879,False,0.0,True,True,86.0,8.0
2.0,229000,flat,52.0,True,2,1,40.4439974,-3.647935,5270,good,False,0.0,4404,False,0.0,False,False,155.0,15.0
5.0,315000,flat,97.0,False,4,1,40.4098384,-3.7112011,3355,renew,False,1.0,3247,False,0.0,False,False,11.0,1.0
2.0,1200000,penthouse,220.0,True,4,3,40.5077544,-3.6492881,9117,good,False,1.0,5455,False,0.0,True,True,166.0,16.0
5.0,2490000,flat,422.0,True,5,6,40.4356139,-3.6782768,2728,good,False,1.0,5900,False,0.0,True,True,45.0,4.0
2.0,2750000,flat,444.0,True,7,4,40.4303576,-3.6799664,2758,renew,False,1.0,6194,False,0.0,True,True,46.0,4.0
0.0,1390000,chalet,340.0,False,5,5,40.4574443,-3.6335224,6755,good,False,0.0,4088,False,0.0,True,True,162.0,16.0
0.0,1850000,chalet,480.0,False,6,5,40.4592435,-3.765377,5151,renew,False,0.0,3854,False,0.0,False,False,97.0,9.0
0.0,3800000,chalet,707.0,False,7,9,40.47129,-3.79091,7678,good,False,0.0,5375,False,0.0,True,True,95.0,9.0
1.0,2000000,flat,403.0,True,6,3,40.4276248,-3.688014,2314,renew,False,1.0,4963,False,0.0,False,False,41.0,4.0
0.0,1500000,chalet,606.0,False,6,5,40.4542996,-3.7898251,6939,good,False,0.0,2475,False,0.0,False,False,97.0,9.0
2.0,1500000,flat,264.0,True,4,5,40.4385424,-3.6843627,2175,renew,False,1.0,5682,False,0.0,True,True,51.0,5.0
0.0,1300000,chalet,423.0,False,5,6,40.4533433,-3.6519419,5131,good,False,0.0,3073,False,0.0,True,True,156.0,15.0
1.0,2600000,flat,270.0,True,4,3,40.4198902,-3.6873553,2944,renew,False,1.0,9630,False,0.0,False,False,35.0,3.0
8.0,1695000,penthouse,295.0,True,4,4,40.4357663,-3.6827524,2353,good,False,1.0,5746,False,0.0,False,False,46.0,4.0
2.0,2200000,flat,315.0,True,4,5,40.4257119,-3.6868673,2521,good,False,1.0,6984,False,0.0,False,False,41.0,4.0
0.0,1942500,chalet,460.0,False,5,5,40.4575449,-3.7716607,5570,good,False,0.0,4223,False,0.0,True,True,97.0,9.0
0.0,1790000,chalet,600.0,False,6,6,40.4621092,-3.7727061,5847,good,False,0.0,2983,False,0.0,True,True,97.0,9.0
8.0,356000,flat,90.0,True,3,2,40.462625,-3.6346697,6852,good,False,1.0,3956,False,0.0,True,True,162.0,16.0
3.0,155900,flat,92.0,True,3,1,40.4342171,-3.6388212,6057,good,False,0.0,1695,False,0.0,False,False,152.0,15.0
6.0,759000,flat,172.0,True,5,2,40.4406472,-3.700593,799,good,False,1.0,4413,False,0.0,False,False,75.0,7.0
3.0,465000,penthouse,100.0,True,2,2,40.4517304,-3.6786494,2956,good,False,0.0,4650,False,0.0,False,False,54.0,5.0
6.0,725000,penthouse,110.0,True,4,2,40.4403628,-3.6999354,852,good,False,1.0,6591,False,0.0,False,False,75.0,7.0
10.0,179000,flat,112.0,True,3,2,40.3931408,-3.6405808,7853,good,False,1.0,1598,False,0.0,False,False,134.0,13.0
7.0,970000,penthouse,275.0,True,5,2,40.4333901,-3.7147315,836,good,False,1.0,3527,False,0.0,False,False,71.0,7.0
1.0,650000,flat,118.0,True,3,2,40.4165579,-3.7093101,2607,good,False,1.0,5508,False,0.0,False,False,11.0,1.0
2.0,220000,flat,111.0,True,3,2,40.3445516,-3.7150339,10621,good,False,1.0,1982,False,0.0,True,True,171.0,17.0
8.0,195000,flat,58.0,True,2,1,40.4328871,-3.6550245,4719,good,False,1.0,3362,False,0.0,False,False,153.0,15.0
0.0,2970000,chalet,1100.0,False,7,9,40.4583362,-3.7707403,5529,good,False,0.0,2700,False,0.0,True,True,97.0,9.0
4.0,875000,flat,96.0,True,1,1,40.428198,-3.6846527,2514,good,False,1.0,9115,False,0.0,True,True,41.0,4.0
1.0,220000,flat,83.0,True,2,2,40.3783007,-3.7397702,7308,good,False,1.0,2651,False,0.0,False,False,115.0,11.0
0.0,355487,chalet,147.0,False,3,3,40.3560356,-3.5888161,13872,newdevelopment,True,0.0,2418,False,0.0,True,True,181.0,18.0
0.0,355486,chalet,147.0,False,3,3,40.3560356,-3.5888161,13872,newdevelopment,True,0.0,2418,False,0.0,True,True,181.0,18.0
0.0,355726,chalet,147.0,False,3,3,40.3560356,-3.5888161,13872,newdevelopment,True,0.0,2420,False,0.0,True,True,181.0,18.0
0.0,270000,duplex,136.0,True,1,2,40.4363569,-3.6223638,7427,good,False,1.0,1985,False,0.0,True,True,201.0,20.0
1.0,1125000,flat,184.0,True,4,3,40.4495867,-3.6887617,2089,good,False,1.0,6114,False,0.0,True,True,51.0,5.0
2.0,295000,flat,95.0,True,3,2,40.4084884,-3.7419675,4426,newdevelopment,True,1.0,3105,False,0.0,True,True,103.0,10.0
0.0,303000,flat,139.0,True,3,2,40.4084884,-3.7419675,4426,newdevelopment,True,1.0,2180,False,0.0,True,True,103.0,10.0
1.0,455000,flat,112.0,True,3,2,40.3928052,-3.6904705,5501,good,False,1.0,4063,False,0.0,True,True,25.0,2.0
1.0,285000,flat,63.0,False,2,1,40.4267063,-3.6635635,4198,renew,False,1.0,4524,False,0.0,False,False,43.0,4.0
1.0,295000,flat,103.0,True,3,2,40.3917453,-3.7229427,5476,good,False,1.0,2864,False,0.0,True,True,112.0,11.0
1.0,805000,flat,232.0,True,4,3,40.4644185,-3.7674716,5569,good,False,1.0,3470,False,0.0,True,True,95.0,9.0
0.0,205000,duplex,60.0,False,2,1,40.4112366,-3.7280921,3545,good,False,0.0,3417,False,0.0,False,False,102.0,10.0
2.0,310000,duplex,75.0,True,3,2,40.4594023,-3.7782037,6160,good,False,1.0,4133,False,0.0,False,False,97.0,9.0
2.0,389900,flat,100.0,True,2,2,40.4990379,-3.6545799,8066,good,False,1.0,3899,False,0.0,True,True,166.0,16.0
2.0,868000,flat,134.0,True,3,2,40.4543819,-3.6247174,7391,newdevelopment,True,1.0,6478,False,0.0,True,True,162.0,16.0
1.0,1022000,flat,156.0,True,4,3,40.4543819,-3.6247174,7391,newdevelopment,True,1.0,6551,False,0.0,True,True,162.0,16.0
5.0,799000,penthouse,145.0,True,5,2,40.428674,-3.6763428,3114,renew,False,1.0,5510,False,0.0,False,False,42.0,4.0
1.0,350000,flat,93.0,True,3,2,40.465491,-3.7020032,2913,newdevelopment,True,1.0,3763,False,0.0,False,False,65.0,6.0
2.0,1550000,penthouse,249.0,True,3,3,40.4596467,-3.7923842,7305,newdevelopment,True,1.0,6225,False,0.0,True,True,97.0,9.0
1.0,230000,flat,80.0,True,3,2,40.4637327,-3.6532101,5481,good,False,1.0,2875,False,0.0,False,False,163.0,16.0
3.0,465000,flat,136.0,True,5,2,40.4116422,-3.7216385,3303,good,False,1.0,3419,False,0.0,False,False,21.0,2.0
1.0,335000,flat,95.0,True,4,2,40.3926898,-3.7083667,5262,renew,False,1.0,3526,False,0.0,False,False,111.0,11.0
2.0,350000,flat,122.0,True,3,1,40.4602169,-3.6457681,5881,good,False,1.0,2869,False,0.0,True,True,163.0,16.0
7.0,299000,flat,151.0,True,4,2,40.4030155,-3.6288995,8002,good,False,1.0,1980,False,0.0,True,True,141.0,14.0
0.0,550000,flat,164.0,True,3,2,40.4036738,-3.6697356,5284,good,False,1.0,3354,False,0.0,True,True,32.0,3.0
3.0,1050000,flat,219.0,True,4,4,40.4252696,-3.6708145,3698,good,False,1.0,4795,False,0.0,False,False,42.0,4.0
3.0,215000,flat,62.0,True,2,1,40.4756365,-3.6867054,4425,good,False,1.0,3468,False,0.0,False,False,85.0,8.0
