propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,hasVideo,status,newDevelopment,hasLift,priceByArea,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,newDevelopmentFinished,subTypology,hasParkingSpace,isParkingSpaceIncludedInPrice,codbar,coddistrit,codbarrio,barrio,distrito
84908464,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/a1/f2/649694637.jpg,MIV01689,43,,995000,chalet,sale,505.0,False,7,5,barrio Peñagrande,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4812596,-3.7234803,False,https://www.idealista.com/inmueble/84908464/,4727,True,good,False,,1970,"{'subtitle': 'Peñagrande, Madrid', 'title': 'Chalet adosado'}",True,False,True,False,False,,terracedHouse,True,True,83.0,8.0,8-3,Peña Grande,Fuencarral - El Pardo
84705126,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/96/4e/645013801.jpg,VC20104,55,,1575000,chalet,sale,450.0,False,6,4,barrio Canillas,Madrid,Madrid,Hortaleza,es,Canillas,40.4580354,-3.6491811,False,https://www.idealista.com/inmueble/84705126/,5523,True,good,False,,3500,"{'subtitle': 'Canillas, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,163.0,16.0,16-3,Canillas,Hortaleza
83127830,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/b4/78/612030589.jpg,MIV01657,46,,2490000,chalet,sale,835.0,False,8,8,barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.4677883,-3.7280911,False,https://www.idealista.com/inmueble/83127830/,3448,True,good,False,,2982,"{'subtitle': 'Ciudad Universitaria, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,93.0,9.0,9-3,Ciudad Universitaria,Moncloa - Aravaca
82787824,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/d5/ef/606010999.jpg,VP20464,35,3.0,1100000,flat,sale,200.0,True,3,3,barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.4646132,-3.675301,False,https://www.idealista.com/inmueble/82787824/,4013,True,good,False,1.0,5500,"{'subtitle': 'Nueva España, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,True,True,55.0,5.0,5-5,Nueva España,Chamartín
81884542,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/dd/36/587030379.jpg,VC19770,40,,3850000,chalet,sale,1060.0,False,7,5,barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4522274,-3.6313244,False,https://www.idealista.com/inmueble/81884542/,6794,True,renew,False,,3632,"{'subtitle': 'Conde Orgaz-Piovera, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,162.0,16.0,16-2,Piovera,Hortaleza
81347093,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/3d/59/575131717.jpg,VP20168,49,1.0,750000,flat,sale,96.0,True,1,1,barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4506712,-3.6838054,False,https://www.idealista.com/inmueble/81347093/,2514,True,good,False,1.0,7813,"{'subtitle': 'El Viso, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,51.0,5.0,5-1,El Viso,Chamartín
40039772,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/23/eb/272323811.jpg,VC12547,41,,1250000,chalet,sale,400.0,False,5,5,barrio Canillas,Madrid,Madrid,Hortaleza,es,Canillas,40.4562847,-3.6462,False,https://www.idealista.com/inmueble/40039772/,5693,True,good,False,,3125,"{'subtitle': 'Canillas, Madrid', 'title': 'Chalet adosado'}",True,False,True,False,False,,terracedHouse,True,True,162.0,16.0,16-2,Piovera,Hortaleza
38106573,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/d7/28/230643761.jpg,MIV01559,32,2.0,995000,flat,sale,302.0,True,5,4,barrio Fuentelarreina,Madrid,Madrid,Fuencarral,es,Fuentelarreina,40.47781,-3.7386,False,https://www.idealista.com/inmueble/38106573/,4850,True,good,False,1.0,3295,"{'subtitle': 'Fuentelarreina, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,True,True,83.0,8.0,8-3,Peña Grande,Fuencarral - El Pardo
37684538,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/40/46/259533460.jpg,VP19483,48,1.0,1350000,flat,sale,278.0,True,4,4,barrio Palomas,Madrid,Madrid,Hortaleza,es,Palomas,40.4556774,-3.6203781,False,https://www.idealista.com/inmueble/37684538/,7781,True,good,False,1.0,4856,"{'subtitle': 'Palomas, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,True,True,162.0,16.0,16-2,Piovera,Hortaleza
32718558,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/dd/4b/136040395.jpg,VC18720,40,,5800000,chalet,sale,848.0,False,9,3,barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4475423,-3.6870038,False,https://www.idealista.com/inmueble/32718558/,2118,True,renew,False,,6840,"{'subtitle': 'El Viso, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,51.0,5.0,5-1,El Viso,Chamartín
29513544,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/44/1d/690976826.jpg,VC18217,51,,1750000,chalet,sale,900.0,False,8,6,barrio El Plantío,Madrid,Madrid,Moncloa,es,El Plantío,40.4712744,-3.8086709,False,https://www.idealista.com/inmueble/29513544/,9043,True,renew,False,,1944,"{'subtitle': 'El Plantío, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,96.0,9.0,9-6,El Plantío,Moncloa - Aravaca
27317758,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/e7/a1/53823165.jpg,VC17511,40,,3000000,chalet,sale,600.0,False,5,5,barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4573041,-3.6466923,False,https://www.idealista.com/inmueble/27317758/,5691,True,good,False,,5000,"{'subtitle': 'Conde Orgaz-Piovera, Madrid', 'title': 'Chalet pareado'}",True,False,True,False,False,,semidetachedHouse,True,True,163.0,16.0,16-3,Canillas,Hortaleza
89977868,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/2f/3a/780622365.jpg,JL149922,50,4.0,750000,flat,sale,131.0,True,4,2,barrio Sol,Madrid,Madrid,Centro,es,Sol,40.412821,-3.709278,False,https://www.idealista.com/inmueble/89977868/,3022,True,good,False,1.0,5725,"{'subtitle': 'Sol, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,11.0,1.0,1-1,Palacio,Centro
89990614,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/60/9d/781079254.jpg,,32,,3700000,chalet,sale,500.0,False,6,6,barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.4620299,-3.6847012,False,https://www.idealista.com/inmueble/89990614/,3252,True,good,False,,7400,"{'subtitle': 'Nueva España, Madrid', 'title': 'Chalet adosado'}",True,False,True,False,False,,terracedHouse,True,True,55.0,5.0,5-5,Nueva España,Chamartín
92644581,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/f8/1a/844709646.jpg,BS101495,42,3,750000,flat,sale,153.0,True,3,2,barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.4594566,-3.6874892,False,https://www.idealista.com/inmueble/92644581/,2882,True,good,False,1.0,4902,"{'subtitle': 'Nueva España, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,55.0,5.0,5-5,Nueva España,Chamartín
88572882,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/f3/d6/749907525.jpg,MD138989,18,4,425000,flat,sale,45.0,True,1,1,barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4508613,-3.6892456,False,https://www.idealista.com/inmueble/88572882/,2131,True,good,False,1.0,9444,"{'subtitle': 'El Viso, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,51.0,5.0,5-1,El Viso,Chamartín
90862319,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/76/a1/800358976.jpg,23239,21,2,170000,flat,sale,55.0,True,2,1,barrio Ventas,Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4284912,-3.6522635,False,https://www.idealista.com/inmueble/90862319/,5051,True,good,False,1.0,3091,"{'subtitle': 'Ventas, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,151.0,15.0,15-1,Ventas,Ciudad Lineal
90478290,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/61/de/791411639.jpg,1412,37,,975000,chalet,sale,671.0,False,9,6,Fuente del Fresno,Madrid,Fuente del Fresno,,es,,40.5956768,-3.6052835,False,https://www.idealista.com/inmueble/90478290/,19441,True,good,False,,1453,"{'subtitle': 'Fuente del Fresno', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,81.0,8.0,8-1,El Pardo,Fuencarral - El Pardo
36447166,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/75/40/777201133.jpg,BS101286,38,,2200000,chalet,sale,430.0,False,5,6,barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.4667433,-3.6797512,False,https://www.idealista.com/inmueble/36447166/,3923,True,good,False,,5116,"{'subtitle': 'Nueva España, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,55.0,5.0,5-5,Nueva España,Chamartín
92891895,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/a0/6a/852511273.jpg,136 DA,56,5,695000,flat,sale,155.0,False,3,2,barrio Huertas-Cortes,Madrid,Madrid,Centro,es,Huertas-Cortes,40.4096499,-3.6963703,False,https://www.idealista.com/inmueble/92891895/,3566,True,good,False,1.0,4484,"{'subtitle': 'Huertas-Cortes, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,12.0,1.0,1-2,Embajadores,Centro
89267684,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/a0/de/830470432.jpg,EOR27685,45,,2300000,chalet,sale,900.0,False,5,3,barrio El Plantío,Madrid,Madrid,Moncloa,es,El Plantío,40.4768343,-3.8353367,False,https://www.idealista.com/inmueble/89267684/,11367,True,renew,False,,2556,"{'subtitle': 'El Plantío, Madrid', 'title': 'Casa independiente'}",True,False,True,False,False,,independantHouse,True,True,96.0,9.0,9-6,El Plantío,Moncloa - Aravaca
87461151,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/dd/49/722078504.jpg,EP-31616,30,5,1500000,flat,sale,292.0,True,4,3,barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.428568,-3.6727439,False,https://www.idealista.com/inmueble/87461151/,3399,True,good,False,1.0,5137,"{'subtitle': 'Goya, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,45.0,4.0,4-5,Lista,Salamanca
81297862,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/b5/ac/574139801.jpg,222,37,12,1995000,flat,sale,369.0,True,5,4,barrio Gaztambide,Madrid,Madrid,Chamberí,es,Gaztambide,40.4378617,-3.7181753,False,https://www.idealista.com/inmueble/81297862/,731,True,renew,False,1.0,5407,"{'subtitle': 'Gaztambide, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,93.0,9.0,9-3,Ciudad Universitaria,Moncloa - Aravaca
93513408,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e4/66/2d/864611542.jpg,BFU-V1063,38,4,335000,flat,sale,103.0,True,3,2,"Calle de Antonio López, 68",Madrid,Madrid,Carabanchel,es,Comillas,40.3943367,-3.7091044,True,https://www.idealista.com/inmueble/93513408/,5077,False,good,False,1.0,3252,"{'subtitle': 'Comillas, Madrid', 'title': 'Piso en Calle de Antonio López, 68'}",True,True,True,False,False,,,,,111.0,11.0,11-1,Comillas,Carabanchel
93865821,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/52/de/873610470.jpg,34528,65,3,194900,flat,sale,108.0,True,4,2,"Calle Lucano, 21",Madrid,Madrid,San Blas,es,Canillejas,40.43921,-3.6110722,True,https://www.idealista.com/inmueble/93865821/,8372,True,good,False,0.0,1805,"{'subtitle': 'Canillejas, Madrid', 'title': 'Piso en Calle Lucano, 21'}",True,False,True,False,False,,,,,207.0,20.0,20-7,Canillejas,San Blas - Canillejas
93655823,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/61/de/869005066.jpg,30001556,31,1,759900,flat,sale,210.0,True,4,2,Calle de Felipe V,Madrid,Madrid,Centro,es,Palacio,40.4176037,-3.711611,False,https://www.idealista.com/inmueble/93655823/,2493,False,renew,False,1.0,3619,"{'subtitle': 'Palacio, Madrid', 'title': 'Piso en Calle de Felipe V'}",True,False,True,False,False,,,,,11.0,1.0,1-1,Palacio,Centro
87331523,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/f8/6b/717945048.jpg,as142437,27,bj,240000,flat,sale,40.0,False,2,1,"Calle del Tesoro, 19",Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4250162,-3.7051799,True,https://www.idealista.com/inmueble/87331523/,1715,True,good,False,0.0,6000,"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle del Tesoro, 19'}",True,False,False,False,False,,,,,15.0,1.0,1-5,Universidad,Centro
38787111,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/31/05/857478994.jpg,bj a,35,bj,1019900,flat,sale,146.0,True,2,2,"Calle Ferraz, 41",Madrid,Madrid,Moncloa,es,Argüelles,40.428669,-3.7203056,True,https://www.idealista.com/obra-nueva/38787111/,1532,True,newdevelopment,True,1.0,6986,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Calle Ferraz, 41'}",True,False,False,False,False,0.0,,True,True,92.0,9.0,9-2,Argüelles,Moncloa - Aravaca
93277051,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/17/b7/858878005.jpg,3327,41,3,369500,flat,sale,67.0,True,3,1,"Calle de Antonio Arias, 12",Madrid,Madrid,Retiro,es,Ibiza,40.4170793,-3.671732,True,https://www.idealista.com/inmueble/93277051/,4121,True,renew,False,1.0,5515,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Calle de Antonio Arias, 12'}",True,False,False,False,False,,,,,34.0,3.0,3-4,Ibiza,Retiro
92905032,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/af/34/854181115.jpg,3317,43,2,549000,flat,sale,153.0,False,4,2,"Calle Menorca, 42",Madrid,Madrid,Retiro,es,Ibiza,40.4191274,-3.673594,True,https://www.idealista.com/inmueble/92905032/,3857,True,renew,False,1.0,3588,"{'subtitle': 'Ibiza, Madrid', 'title': 'Piso en Calle Menorca, 42'}",True,False,False,False,False,,,True,False,34.0,3.0,3-4,Ibiza,Retiro
90557720,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/5b/1d/793095963.jpg,10007030,32,,229000,flat,sale,60.0,True,3,2,Calle del Marqués de Leis,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4587184,-3.6986479,False,https://www.idealista.com/inmueble/90557720/,2292,False,good,False,0.0,3817,"{'subtitle': 'Cuzco-Castillejos, Madrid', 'title': 'Piso en Calle del Marqués de Leis'}",True,False,True,False,False,,,,,63.0,6.0,6-3,Castillejos,Tetuán
92927126,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/dc/77/852883459.jpg,3373-05392,33,1,628000,flat,sale,196.0,True,7,3,Calle Lituania,Madrid,Madrid,Moratalaz,es,Media Legua,40.4100634,-3.6604098,False,https://www.idealista.com/inmueble/92927126/,5357,True,good,False,1.0,3204,"{'subtitle': 'Media Legua, Madrid', 'title': 'Piso en Calle Lituania'}",True,False,False,False,False,,,True,True,144.0,14.0,14-4,Media Legua,Moratalaz
93664182,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/15/70/41/868690550.jpg,BFU-V1069,31,2,154500,flat,sale,70.0,True,2,1,Calle de Ramón Luján,Madrid,Madrid,Usera,es,Almendrales,40.381537,-3.7023755,False,https://www.idealista.com/inmueble/93664182/,6532,False,good,False,0.0,2207,"{'subtitle': 'Almendrales, Madrid', 'title': 'Piso en Calle de Ramón Luján'}",True,True,True,False,False,,,,,124.0,12.0,12-4,Almendrales,Usera
93775134,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4a/ed/16/875988558.jpg,MV161001,32,5,650000,flat,sale,113.0,True,4,2,Calle MARIA DE GUZMAN,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4448815,-3.7024681,False,https://www.idealista.com/inmueble/93775134/,837,False,renew,False,1.0,5752,"{'subtitle': 'Nuevos Ministerios-Ríos Rosas, Madrid', 'title': 'Piso en Calle MARIA DE GUZMAN'}",True,True,False,False,False,,,True,True,75.0,7.0,7-5,Rios Rosas,Chamberí
82989400,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/0c/53/857487913.jpg,Ático-dúplex D,36,,1879700,penthouse,sale,141.0,True,2,3,"Calle Ferraz, 41",Madrid,Madrid,Moncloa,es,Argüelles,40.428669,-3.7203056,True,https://www.idealista.com/obra-nueva/82989400/,1532,True,newdevelopment,True,1.0,13331,"{'subtitle': 'Argüelles, Madrid', 'title': 'Ático en Calle Ferraz, 41'}",True,False,False,False,False,0.0,penthouse,True,True,92.0,9.0,9-2,Argüelles,Moncloa - Aravaca
91691155,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/0f/cf/820898936.jpg,Segunda	E,25,,599700,flat,sale,121.0,True,3,2,"Paseo Imperial , 39",Madrid,Madrid,Arganzuela,es,Imperial,40.4066537,-3.7166143,True,https://www.idealista.com/obra-nueva/91691155/,3749,True,newdevelopment,True,1.0,4956,"{'subtitle': 'Imperial, Madrid', 'title': 'Piso en Paseo Imperial , 39'}",True,False,False,False,False,0.0,,,,21.0,2.0,2-1,Imperial,Arganzuela
91691186,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/0f/cf/820898936.jpg,Quinto	C,25,,579700,flat,sale,111.0,True,2,2,"Paseo Imperial , 39",Madrid,Madrid,Arganzuela,es,Imperial,40.4066537,-3.7166143,True,https://www.idealista.com/obra-nueva/91691186/,3749,True,newdevelopment,True,1.0,5223,"{'subtitle': 'Imperial, Madrid', 'title': 'Piso en Paseo Imperial , 39'}",True,False,False,False,False,0.0,,,,21.0,2.0,2-1,Imperial,Arganzuela
91691130,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/ca/28/820898924.jpg,Primera	A,25,,519700,flat,sale,109.0,True,2,2,"Paseo Imperial , 39",Madrid,Madrid,Arganzuela,es,Imperial,40.4066537,-3.7166143,True,https://www.idealista.com/obra-nueva/91691130/,3749,True,newdevelopment,True,1.0,4768,"{'subtitle': 'Imperial, Madrid', 'title': 'Piso en Paseo Imperial , 39'}",True,False,False,False,False,0.0,,,,21.0,2.0,2-1,Imperial,Arganzuela
90931592,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/6e/9d/802404369.jpg,BS150695,55,4,895000,flat,sale,194.0,True,4,2,"REY FRANCISCO, 3",Madrid,Madrid,Moncloa,es,Argüelles,40.4278479,-3.7151932,True,https://www.idealista.com/inmueble/90931592/,1420,True,renew,False,1.0,4613,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en REY FRANCISCO, 3'}",True,False,False,False,False,,,,,92.0,9.0,9-2,Argüelles,Moncloa - Aravaca
88807677,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/58/e5/755970429.jpg,VC20468,47,,1290000,chalet,sale,181.0,False,4,2,barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4555577,-3.6672445,False,https://www.idealista.com/inmueble/88807677/,4010,True,renew,False,,7127,"{'subtitle': 'Bernabéu-Hispanoamérica, Madrid', 'title': 'Chalet pareado'}",True,False,False,False,False,,semidetachedHouse,True,True,54.0,5.0,5-4,Hispanoamérica,Chamartín
88270270,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/6c/6e/744991453.jpg,3373-04756,45,2,1300000,flat,sale,250.0,True,6,3,Santa Engracia,Madrid,Madrid,Chamberí,es,Trafalgar,40.4384323,-3.701483,False,https://www.idealista.com/inmueble/88270270/,741,True,renew,False,1.0,5200,"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Santa Engracia'}",True,False,False,False,False,,,,,73.0,7.0,7-3,Trafalgar,Chamberí
93954500,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/6f/23/876009284.jpg,BFP-V697,37,1,270000,flat,sale,100.0,True,3,2,Calle Arroyo de las Pilillas,Madrid,Madrid,Moratalaz,es,Marroquina,40.4086928,-3.6523405,False,https://www.idealista.com/inmueble/93954500/,5994,False,renew,False,1.0,2700,"{'subtitle': 'Marroquina, Madrid', 'title': 'Piso en Calle Arroyo de las Pilillas'}",True,True,False,False,False,,,,,143.0,14.0,14-3,Marroquina,Moratalaz
93316720,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/0b/34/859843073.jpg,1627-BE,21,bj,155000,flat,sale,50.0,False,2,1,Calle Berruguete,Madrid,Madrid,Tetuán,es,Berruguete,40.454823,-3.7051981,False,https://www.idealista.com/inmueble/93316720/,1697,False,good,False,1.0,3100,"{'subtitle': 'Berruguete, Madrid', 'title': 'Piso en Calle Berruguete'}",True,False,True,False,False,,,,,61.0,6.0,6-1,Bellas Vistas,Tetuán
93174301,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/58/ba/856162357.jpg,10007168,28,,164000,flat,sale,38.0,True,1,1,Calle de Tribaldos,Madrid,Madrid,Hortaleza,es,Canillas,40.4679486,-3.6411776,False,https://www.idealista.com/inmueble/93174301/,6600,True,good,False,1.0,4316,"{'subtitle': 'Canillas, Madrid', 'title': 'Piso en Calle de Tribaldos'}",True,False,False,False,False,,,,,163.0,16.0,16-3,Canillas,Hortaleza
92980983,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/a0/fa/854092785.jpg,3318,33,7.0,445000,duplex,sale,95.0,False,1,2,"Ibiza, 56",Madrid,Madrid,Retiro,es,Ibiza,40.4178935,-3.6719202,True,https://www.idealista.com/inmueble/92980983/,4053,False,renew,False,1.0,4684,"{'subtitle': 'Ibiza, Madrid', 'title': 'Dúplex en Ibiza, 56'}",True,False,True,False,False,,duplex,True,True,34.0,3.0,3-4,Ibiza,Retiro
92003187,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/35/f0/828400323.jpg,3385-03884,45,3.0,597000,flat,sale,145.0,True,3,3,Calle Doña Juana I de Castilla,Madrid,Madrid,San Blas,es,Salvador,40.4444815,-3.6307383,False,https://www.idealista.com/inmueble/92003187/,6725,False,good,False,1.0,4117,"{'subtitle': 'Salvador, Madrid', 'title': 'Piso en Calle Doña Juana I de Castilla'}",True,False,True,False,False,,,True,True,208.0,20.0,20-8,Salvador,San Blas - Canillejas
88853941,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/af/bf/808587513.jpg,A2157,23,2.0,1750000,flat,sale,240.0,True,3,3,Paseo del Pintor Rosales,Madrid,Madrid,Moncloa,es,Argüelles,40.4291611,-3.7199272,False,https://www.idealista.com/inmueble/88853941/,1469,False,good,False,1.0,7292,"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Paseo del Pintor Rosales'}",True,False,True,False,False,,,True,True,92.0,9.0,9-2,Argüelles,Moncloa - Aravaca
84405296,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/1f/66/738472939.jpg,24685,25,1.0,611600,flat,sale,148.0,True,3,1,Calle de Juanelo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4096613,-3.7049042,False,https://www.idealista.com/inmueble/84405296/,3400,True,renew,False,0.0,4132,"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle de Juanelo'}",True,False,False,False,False,,,,,12.0,1.0,1-2,Embajadores,Centro
93236392,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a8/97/67/857721296.jpg,RP94202181424,32,1.0,610000,flat,sale,125.0,True,4,2,Calle Tritón,Madrid,Madrid,Ciudad Lineal,es,Colina,40.453936,-3.6597168,False,https://www.idealista.com/inmueble/93236392/,4528,False,good,False,1.0,4880,"{'subtitle': 'Colina, Madrid', 'title': 'Piso en Calle Tritón'}",True,False,True,False,False,,,True,True,156.0,15.0,15-6,San Juan Bautista,Ciudad Lineal
92908021,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/0f/42/856738135.jpg,3373-05390,57,2.0,489000,flat,sale,111.0,True,2,2,Paseo Marqués de Zafra,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.42479,-3.6669484,False,https://www.idealista.com/inmueble/92908021/,4016,True,good,False,1.0,4405,"{'subtitle': 'Fuente del Berro, Madrid', 'title': 'Piso en Paseo Marqués de Zafra'}",True,False,True,False,False,,,True,False,43.0,4.0,4-3,Fuente del Berro,Salamanca
92690198,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e5/0b/3f/845758445.jpg,115562,26,2.0,649000,flat,sale,182.0,True,3,2,barrio Palos de Moguer,Madrid,Madrid,Arganzuela,es,Palos de Moguer,40.4034004,-3.6996831,False,https://www.idealista.com/inmueble/92690198/,4162,False,good,False,1.0,3566,"{'subtitle': 'Palos de Moguer, Madrid', 'title': 'Piso'}",True,False,True,False,False,,,,,26.0,2.0,2-6,Palos de Moguer,Arganzuela
92341193,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/dd/36/869234383.jpg,10007126,25,5.0,330975,flat,sale,65.0,True,1,1,Calle de la Montera,Madrid,Madrid,Centro,es,Sol,40.4168813,-3.7018859,False,https://www.idealista.com/inmueble/92341193/,2660,False,good,False,1.0,5092,"{'subtitle': 'Sol, Madrid', 'title': 'Piso en Calle de la Montera'}",True,False,True,False,False,,,,,16.0,1.0,1-6,Sol,Centro
92222314,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/a5/ed/869895756.jpg,10007122,24,1.0,166000,flat,sale,100.0,True,3,1,Calle de Marcelo Usera,Madrid,Madrid,Usera,es,Pradolongo,40.384307,-3.7086941,False,https://www.idealista.com/inmueble/92222314/,6193,False,renew,False,1.0,1660,"{'subtitle': 'Pradolongo, Madrid', 'title': 'Piso en Calle de Marcelo Usera'}",True,False,True,False,False,,,,,127.0,12.0,12-7,Pradolongo,Usera
